sample_id,image_path,map_mask_path,label_mask_path,width,height,center_class,center_class_value,center_area_m2,xoff,yoff,spatial_group,split
excess_00327,/home/work/data/change_detection/building/map-ortho/image/excess_00327.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00327.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00327.png,1024,1024,excess,3,190.5,33496,44388,4_5,test
excess_00339,/home/work/data/change_detection/building/map-ortho/image/excess_00339.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00339.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00339.png,1024,1024,excess,3,385.979,39598,41021,4_5,test
excess_00349,/home/work/data/change_detection/building/map-ortho/image/excess_00349.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00349.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00349.png,1024,1024,excess,3,219.253,63601,52647,7_6,test
excess_00350,/home/work/data/change_detection/building/map-ortho/image/excess_00350.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00350.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00350.png,1024,1024,excess,3,50.375,63736,52477,7_6,test
excess_00405,/home/work/data/change_detection/building/map-ortho/image/excess_00405.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00405.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00405.png,1024,1024,excess,3,684.459,58698,49609,7_6,test
excess_00406,/home/work/data/change_detection/building/map-ortho/image/excess_00406.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00406.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00406.png,1024,1024,excess,3,478.513,58355,49952,7_6,test
excess_00407,/home/work/data/change_detection/building/map-ortho/image/excess_00407.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00407.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00407.png,1024,1024,excess,3,536.922,59073,49728,7_6,test
excess_00408,/home/work/data/change_detection/building/map-ortho/image/excess_00408.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00408.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00408.png,1024,1024,excess,3,439.883,59441,50046,7_6,test
excess_00409,/home/work/data/change_detection/building/map-ortho/image/excess_00409.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00409.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00409.png,1024,1024,excess,3,708.206,59231,50391,7_6,test
excess_00410,/home/work/data/change_detection/building/map-ortho/image/excess_00410.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00410.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00410.png,1024,1024,excess,3,700.843,58912,50073,7_6,test
excess_00411,/home/work/data/change_detection/building/map-ortho/image/excess_00411.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00411.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00411.png,1024,1024,excess,3,652.942,59510,50714,7_6,test
excess_00412,/home/work/data/change_detection/building/map-ortho/image/excess_00412.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00412.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00412.png,1024,1024,excess,3,619.495,59788,50993,7_6,test
excess_00413,/home/work/data/change_detection/building/map-ortho/image/excess_00413.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00413.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00413.png,1024,1024,excess,3,634.849,60020,51409,7_6,test
excess_00414,/home/work/data/change_detection/building/map-ortho/image/excess_00414.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00414.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00414.png,1024,1024,excess,3,780.062,60802,50511,7_6,test
excess_00415,/home/work/data/change_detection/building/map-ortho/image/excess_00415.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00415.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00415.png,1024,1024,excess,3,963.476,61209,50972,7_6,test
excess_00416,/home/work/data/change_detection/building/map-ortho/image/excess_00416.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00416.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00416.png,1024,1024,excess,3,654.977,60698,50945,7_6,test
excess_00417,/home/work/data/change_detection/building/map-ortho/image/excess_00417.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00417.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00417.png,1024,1024,excess,3,834.051,60588,51427,7_6,test
excess_00418,/home/work/data/change_detection/building/map-ortho/image/excess_00418.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00418.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00418.png,1024,1024,excess,3,875.266,59712,51948,7_6,test
excess_00419,/home/work/data/change_detection/building/map-ortho/image/excess_00419.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00419.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00419.png,1024,1024,excess,3,723.852,59125,51149,7_6,test
excess_00420,/home/work/data/change_detection/building/map-ortho/image/excess_00420.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00420.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00420.png,1024,1024,excess,3,928.312,57733,50924,7_6,test
excess_00421,/home/work/data/change_detection/building/map-ortho/image/excess_00421.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00421.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00421.png,1024,1024,excess,3,663.045,58472,52352,7_6,test
excess_00422,/home/work/data/change_detection/building/map-ortho/image/excess_00422.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00422.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00422.png,1024,1024,excess,3,810.842,57973,52319,7_6,test
excess_00423,/home/work/data/change_detection/building/map-ortho/image/excess_00423.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00423.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00423.png,1024,1024,excess,3,745.441,58461,52846,7_6,test
excess_00424,/home/work/data/change_detection/building/map-ortho/image/excess_00424.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00424.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00424.png,1024,1024,excess,3,771.107,57875,53262,7_6,test
excess_00425,/home/work/data/change_detection/building/map-ortho/image/excess_00425.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00425.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00425.png,1024,1024,excess,3,610.537,57956,52785,7_6,test
excess_00426,/home/work/data/change_detection/building/map-ortho/image/excess_00426.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00426.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00426.png,1024,1024,excess,3,613.908,57482,52094,7_6,test
excess_00472,/home/work/data/change_detection/building/map-ortho/image/excess_00472.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00472.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00472.png,1024,1024,excess,3,197.428,29217,63229,3_7,test
excess_00473,/home/work/data/change_detection/building/map-ortho/image/excess_00473.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00473.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00473.png,1024,1024,excess,3,196.534,30459,61863,3_7,test
excess_00474,/home/work/data/change_detection/building/map-ortho/image/excess_00474.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00474.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00474.png,1024,1024,excess,3,274.725,30816,61846,3_7,test
excess_00475,/home/work/data/change_detection/building/map-ortho/image/excess_00475.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00475.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00475.png,1024,1024,excess,3,186.125,28461,64496,3_7,test
omission_00756,/home/work/data/change_detection/building/map-ortho/image/omission_00756.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00756.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00756.png,1024,1024,omission,2,74.598,57711,18546,7_2,test
omission_00758,/home/work/data/change_detection/building/map-ortho/image/omission_00758.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00758.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00758.png,1024,1024,omission,2,201.585,57462,24406,7_2,test
omission_00782,/home/work/data/change_detection/building/map-ortho/image/omission_00782.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00782.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00782.png,1024,1024,omission,2,95.676,59589,16531,7_2,test
omission_00783,/home/work/data/change_detection/building/map-ortho/image/omission_00783.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00783.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00783.png,1024,1024,omission,2,196.304,59635,16611,7_2,test
omission_00784,/home/work/data/change_detection/building/map-ortho/image/omission_00784.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00784.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00784.png,1024,1024,omission,2,91.767,57990,18091,7_2,test
omission_00796,/home/work/data/change_detection/building/map-ortho/image/omission_00796.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00796.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00796.png,1024,1024,omission,2,87.497,61288,23944,7_2,test
omission_00797,/home/work/data/change_detection/building/map-ortho/image/omission_00797.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00797.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00797.png,1024,1024,omission,2,95.438,61365,23768,7_2,test
omission_00855,/home/work/data/change_detection/building/map-ortho/image/omission_00855.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00855.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00855.png,1024,1024,omission,2,180.741,15399,34089,1_4,test
omission_00856,/home/work/data/change_detection/building/map-ortho/image/omission_00856.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00856.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00856.png,1024,1024,omission,2,121.814,14432,37023,1_4,test
omission_00860,/home/work/data/change_detection/building/map-ortho/image/omission_00860.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00860.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00860.png,1024,1024,omission,2,63.138,36301,42663,4_5,test
omission_00861,/home/work/data/change_detection/building/map-ortho/image/omission_00861.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00861.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00861.png,1024,1024,omission,2,70.628,36075,42747,4_5,test
omission_00867,/home/work/data/change_detection/building/map-ortho/image/omission_00867.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00867.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00867.png,1024,1024,omission,2,83.908,38110,41642,4_5,test
omission_00868,/home/work/data/change_detection/building/map-ortho/image/omission_00868.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00868.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00868.png,1024,1024,omission,2,111.103,38993,41480,4_5,test
omission_00869,/home/work/data/change_detection/building/map-ortho/image/omission_00869.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00869.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00869.png,1024,1024,omission,2,399.908,40086,40998,4_5,test
omission_00871,/home/work/data/change_detection/building/map-ortho/image/omission_00871.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00871.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00871.png,1024,1024,omission,2,167.9,40091,41237,4_5,test
omission_00908,/home/work/data/change_detection/building/map-ortho/image/omission_00908.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00908.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00908.png,1024,1024,omission,2,50.211,36156,47052,4_5,test
omission_00909,/home/work/data/change_detection/building/map-ortho/image/omission_00909.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00909.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00909.png,1024,1024,omission,2,335.515,40501,48945,4_5,test
omission_00912,/home/work/data/change_detection/building/map-ortho/image/omission_00912.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00912.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00912.png,1024,1024,omission,2,611.196,36807,46356,4_5,test
omission_00913,/home/work/data/change_detection/building/map-ortho/image/omission_00913.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00913.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00913.png,1024,1024,omission,2,297.451,39248,44781,4_5,test
omission_00914,/home/work/data/change_detection/building/map-ortho/image/omission_00914.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00914.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00914.png,1024,1024,omission,2,628.129,39119,44618,4_5,test
omission_00915,/home/work/data/change_detection/building/map-ortho/image/omission_00915.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00915.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00915.png,1024,1024,omission,2,206.668,36339,45565,4_5,test
omission_00918,/home/work/data/change_detection/building/map-ortho/image/omission_00918.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00918.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00918.png,1024,1024,omission,2,124.935,40458,45073,4_5,test
omission_00919,/home/work/data/change_detection/building/map-ortho/image/omission_00919.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00919.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00919.png,1024,1024,omission,2,101.673,46072,53552,5_6,test
omission_00920,/home/work/data/change_detection/building/map-ortho/image/omission_00920.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00920.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00920.png,1024,1024,omission,2,281.862,43957,50904,5_6,test
omission_00922,/home/work/data/change_detection/building/map-ortho/image/omission_00922.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00922.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00922.png,1024,1024,omission,2,173.141,45484,51140,5_6,test
omission_00924,/home/work/data/change_detection/building/map-ortho/image/omission_00924.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00924.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00924.png,1024,1024,omission,2,71.455,43732,51019,5_6,test
omission_00926,/home/work/data/change_detection/building/map-ortho/image/omission_00926.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00926.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00926.png,1024,1024,omission,2,147.38,45598,50530,5_6,test
omission_00929,/home/work/data/change_detection/building/map-ortho/image/omission_00929.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00929.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00929.png,1024,1024,omission,2,119.697,44207,52237,5_6,test
omission_00932,/home/work/data/change_detection/building/map-ortho/image/omission_00932.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00932.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00932.png,1024,1024,omission,2,185.475,41287,54883,5_6,test
omission_00934,/home/work/data/change_detection/building/map-ortho/image/omission_00934.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00934.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00934.png,1024,1024,omission,2,99.669,41362,54948,5_6,test
omission_00945,/home/work/data/change_detection/building/map-ortho/image/omission_00945.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00945.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00945.png,1024,1024,omission,2,238.205,58995,52717,7_6,test
omission_00946,/home/work/data/change_detection/building/map-ortho/image/omission_00946.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00946.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00946.png,1024,1024,omission,2,53.667,58831,52847,7_6,test
omission_00951,/home/work/data/change_detection/building/map-ortho/image/omission_00951.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00951.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00951.png,1024,1024,omission,2,575.256,58411,49286,7_6,test
omission_00953,/home/work/data/change_detection/building/map-ortho/image/omission_00953.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00953.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00953.png,1024,1024,omission,2,241.451,58807,51868,7_6,test
omission_00954,/home/work/data/change_detection/building/map-ortho/image/omission_00954.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00954.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00954.png,1024,1024,omission,2,65.006,57355,49231,7_6,test
omission_00958,/home/work/data/change_detection/building/map-ortho/image/omission_00958.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00958.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00958.png,1024,1024,omission,2,599.242,57460,49452,7_6,test
omission_00961,/home/work/data/change_detection/building/map-ortho/image/omission_00961.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00961.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00961.png,1024,1024,omission,2,75.807,59342,52478,7_6,test
omission_00962,/home/work/data/change_detection/building/map-ortho/image/omission_00962.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00962.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00962.png,1024,1024,omission,2,295.952,59521,49494,7_6,test
omission_01017,/home/work/data/change_detection/building/map-ortho/image/omission_01017.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01017.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01017.png,1024,1024,omission,2,220.983,27652,63297,3_7,test
omission_01018,/home/work/data/change_detection/building/map-ortho/image/omission_01018.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01018.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01018.png,1024,1024,omission,2,116.246,27825,63288,3_7,test
omission_01019,/home/work/data/change_detection/building/map-ortho/image/omission_01019.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01019.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01019.png,1024,1024,omission,2,148.601,29142,61941,3_7,test
omission_01032,/home/work/data/change_detection/building/map-ortho/image/omission_01032.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01032.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01032.png,1024,1024,omission,2,82.606,45352,55708,5_6,test
omission_01033,/home/work/data/change_detection/building/map-ortho/image/omission_01033.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01033.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01033.png,1024,1024,omission,2,153.555,43232,55927,5_6,test
excess_00001,/home/work/data/change_detection/building/map-ortho/image/excess_00001.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00001.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00001.png,1024,1024,excess,3,342.494,14304,26639,1_3,train
excess_00002,/home/work/data/change_detection/building/map-ortho/image/excess_00002.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00002.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00002.png,1024,1024,excess,3,513.828,14328,27078,1_3,train
excess_00003,/home/work/data/change_detection/building/map-ortho/image/excess_00003.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00003.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00003.png,1024,1024,excess,3,206.874,32749,30837,3_3,train
excess_00004,/home/work/data/change_detection/building/map-ortho/image/excess_00004.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00004.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00004.png,1024,1024,excess,3,193.31,31375,21752,3_2,train
excess_00005,/home/work/data/change_detection/building/map-ortho/image/excess_00005.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00005.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00005.png,1024,1024,excess,3,748.104,32554,15343,3_1,train
